,timestamp,open,close,high,low
0,1707126420.0,0.87783,0.87775,0.87783,0.87771
1,1707126480.0,0.87775,0.87775,0.87782,0.8777
2,1707126540.0,0.87775,0.87783,0.8779,0.87775
3,1707126600.0,0.87783,0.87779,0.87785,0.87778
4,1707126660.0,0.87779,0.87778,0.87779,0.87768
5,1707126720.0,0.87778,0.87778,0.87782,0.87774
6,1707126780.0,0.87778,0.87776,0.8778,0.87772
7,1707126840.0,0.87776,0.87778,0.8778,0.87772
8,1707126900.0,0.87778,0.87768,0.87778,0.87766
9,1707126960.0,0.87767,0.87773,0.87777,0.87764
10,1707127020.0,0.87773,0.87772,0.87781,0.87769
11,1707127080.0,0.87772,0.87775,0.87776,0.87769
12,1707127140.0,0.87775,0.87784,0.87786,0.87773
13,1707127200.0,0.87784,0.87768,0.87785,0.87768
14,1707127260.0,0.87768,0.87754,0.87768,0.87744
15,1707127320.0,0.87752,0.87763,0.87767,0.87752
16,1707127380.0,0.87764,0.8776,0.87774,0.87759
17,1707127440.0,0.87757,0.87758,0.87762,0.8775
18,1707127500.0,0.87757,0.87765,0.87768,0.87756
19,1707127560.0,0.87766,0.87766,0.87774,0.87764
20,1707127620.0,0.87768,0.87758,0.87773,0.87754
21,1707127680.0,0.87759,0.8775,0.87763,0.87748
22,1707127740.0,0.87749,0.87754,0.87756,0.87746
23,1707127800.0,0.87754,0.87749,0.87757,0.87745
24,1707127860.0,0.87749,0.87757,0.87759,0.87744
25,1707127920.0,0.87757,0.87767,0.87771,0.87756
26,1707127980.0,0.87767,0.87777,0.87777,0.87765
27,1707128040.0,0.87777,0.8775,0.87777,0.87749
28,1707128100.0,0.87749,0.87735,0.87754,0.87735
29,1707128160.0,0.87735,0.8773,0.87737,0.87722
30,1707128220.0,0.8773,0.8773,0.87733,0.87725
31,1707128280.0,0.87729,0.87734,0.87735,0.87725
32,1707128340.0,0.87734,0.87729,0.87737,0.87725
33,1707128400.0,0.87729,0.87737,0.87742,0.87729
34,1707128460.0,0.87737,0.87737,0.87737,0.87732
35,1707128520.0,0.87739,0.87735,0.87743,0.87733
36,1707128580.0,0.87735,0.87725,0.87737,0.87724
37,1707128640.0,0.87725,0.87715,0.87726,0.87713
38,1707128700.0,0.87715,0.8771,0.87719,0.87706
39,1707128760.0,0.8771,0.87716,0.87719,0.8771
40,1707128820.0,0.87716,0.87713,0.87723,0.87709
41,1707128880.0,0.87714,0.87707,0.87715,0.87703
42,1707128940.0,0.87708,0.87721,0.87722,0.87701
43,1707129000.0,0.87721,0.87719,0.87723,0.87713
44,1707129060.0,0.87719,0.87721,0.87723,0.87708
45,1707129120.0,0.87723,0.87703,0.87726,0.87701
46,1707129180.0,0.87703,0.87682,0.87703,0.87682
47,1707129240.0,0.87683,0.87681,0.87684,0.87666
48,1707129300.0,0.87681,0.87688,0.87695,0.87677
49,1707129360.0,0.87688,0.87713,0.87713,0.87687
50,1707129420.0,0.87713,0.8769,0.87714,0.8769
51,1707129480.0,0.87692,0.87694,0.87697,0.87689
52,1707129540.0,0.87694,0.87696,0.87699,0.87688
53,1707129600.0,0.87696,0.87694,0.87699,0.87694
54,1707129660.0,0.87695,0.87691,0.87697,0.87682
55,1707129720.0,0.87691,0.87679,0.87695,0.87679
56,1707129780.0,0.87679,0.87694,0.87697,0.87676
57,1707129840.0,0.87694,0.87676,0.87701,0.87675
58,1707129900.0,0.87675,0.8767,0.87678,0.87668
59,1707129960.0,0.8767,0.87654,0.8767,0.87651
60,1707130020.0,0.87654,0.87661,0.87661,0.87649
61,1707130080.0,0.87661,0.87671,0.87676,0.87656
62,1707130140.0,0.87671,0.87679,0.8768,0.87666
63,1707130200.0,0.87679,0.87675,0.87683,0.87674
64,1707130260.0,0.87675,0.87668,0.8768,0.87668
65,1707130320.0,0.87668,0.87685,0.87686,0.87668
66,1707130380.0,0.87685,0.87681,0.87692,0.8768
67,1707130440.0,0.87681,0.87683,0.87688,0.87681
68,1707130500.0,0.87683,0.87683,0.87687,0.87677
69,1707130560.0,0.87683,0.87678,0.87686,0.87676
70,1707130620.0,0.87678,0.87709,0.87709,0.87678
71,1707130680.0,0.87709,0.87697,0.87716,0.87696
72,1707130740.0,0.87697,0.87695,0.87697,0.87688
73,1707130800.0,0.87693,0.87709,0.87714,0.87693
74,1707130860.0,0.87711,0.87709,0.87713,0.87702
75,1707130920.0,0.87708,0.87714,0.87717,0.87706
76,1707130980.0,0.87715,0.87689,0.87718,0.87688
77,1707131040.0,0.8769,0.87699,0.87699,0.87688
78,1707131100.0,0.877,0.87723,0.87726,0.87699
79,1707131160.0,0.87722,0.8772,0.87726,0.87719
80,1707131220.0,0.8772,0.87724,0.87726,0.87714
81,1707131280.0,0.87724,0.87722,0.87726,0.87713
82,1707131340.0,0.87722,0.87717,0.87726,0.87711
83,1707131400.0,0.8772,0.87718,0.8773,0.87718
84,1707131460.0,0.87718,0.87709,0.8772,0.87707
85,1707131520.0,0.87709,0.87707,0.8771,0.87706
86,1707131580.0,0.87707,0.87698,0.87711,0.87698
87,1707131640.0,0.87698,0.87703,0.87715,0.87698
88,1707131700.0,0.87703,0.87707,0.87708,0.87701
89,1707131760.0,0.87707,0.87696,0.8771,0.87689
90,1707131820.0,0.87696,0.87702,0.87702,0.87693
91,1707131880.0,0.87699,0.87696,0.87702,0.87691
92,1707131940.0,0.87691,0.87683,0.87692,0.87679
93,1707132000.0,0.87683,0.87686,0.87691,0.87679
94,1707132060.0,0.87688,0.87682,0.87688,0.87681
95,1707132120.0,0.87682,0.87688,0.87689,0.8768
96,1707132180.0,0.87688,0.87695,0.87699,0.8768
97,1707132240.0,0.87695,0.87687,0.87695,0.87687
98,1707132300.0,0.87685,0.87679,0.87685,0.87666
99,1707132360.0,0.87679,0.87677,0.87684,0.87674
100,1707132420.0,0.87676,0.8767,0.87678,0.87667
