,timestamp,open,high,low,close
0,1706829000.0,107.638,107.785,107.789,107.609
1,1706829300.0,107.785,107.673,107.789,107.653
2,1706829600.0,107.673,107.842,107.858,107.599
3,1706829900.0,107.842,107.892,107.928,107.791
4,1706830200.0,107.889,107.84,108.009,107.833
5,1706830500.0,107.842,107.947,107.991,107.745
6,1706830800.0,107.947,108.041,108.093,107.87
7,1706831100.0,108.041,108.09,108.135,107.982
8,1706831400.0,108.09,107.994,108.138,107.984
9,1706831700.0,107.994,108.122,108.199,107.975
10,1706832000.0,108.129,108.214,108.358,108.126
11,1706832300.0,108.214,108.16,108.214,108.109
12,1706832600.0,108.16,108.054,108.167,107.945
13,1706832900.0,108.054,107.76,108.134,107.749
14,1706833200.0,107.758,107.637,107.791,107.539
15,1706833500.0,107.64,107.536,107.709,107.529
16,1706833800.0,107.527,107.84,107.885,107.444
17,1706834100.0,107.84,107.71,107.871,107.647
18,1706834400.0,107.703,107.547,107.792,107.527
19,1706834700.0,107.544,107.619,107.692,107.467
20,1706835000.0,107.619,107.48,107.641,107.46
21,1706835300.0,107.483,107.492,107.559,107.424
22,1706835600.0,107.492,107.541,107.632,107.415
23,1706835900.0,107.541,107.463,107.687,107.418
24,1706836200.0,107.461,107.555,107.57,107.279
25,1706836500.0,107.553,107.567,107.73,107.545
26,1706836800.0,107.567,107.577,107.608,107.364
27,1706837100.0,107.581,107.4,107.601,107.377
28,1706837400.0,107.4,107.229,107.444,107.229
29,1706837700.0,107.229,107.517,107.522,107.211
30,1706838000.0,107.521,107.551,107.7,107.518
31,1706838300.0,107.551,107.588,107.607,107.403
32,1706838600.0,107.588,107.368,107.672,107.357
33,1706838900.0,107.372,107.522,107.568,107.299
34,1706839200.0,107.518,107.474,107.615,107.434
35,1706839500.0,107.471,107.417,107.604,107.391
36,1706839800.0,107.42,107.327,107.555,107.258
37,1706840100.0,107.327,107.281,107.358,107.198
38,1706840400.0,107.288,107.13,107.293,107.064
39,1706840700.0,107.13,107.469,107.469,107.114
40,1706841000.0,107.465,107.64,107.674,107.39
41,1706841300.0,107.658,107.626,107.682,107.464
42,1706841600.0,107.624,107.419,107.637,107.307
43,1706841900.0,107.419,107.184,107.481,107.152
44,1706842200.0,107.163,107.137,107.267,107.109
45,1706842500.0,107.137,107.252,107.254,106.983
46,1706842800.0,107.255,107.235,107.289,107.11
47,1706843100.0,107.235,107.201,107.338,107.174
48,1706843400.0,107.201,107.479,107.491,107.159
49,1706843700.0,107.479,109.356,109.426,107.479
50,1706844000.0,109.352,109.453,109.545,109.324
51,1706844300.0,109.449,109.297,109.5,109.297
52,1706844600.0,109.301,109.243,109.399,109.231
53,1706844900.0,109.243,109.303,109.402,109.243
54,1706845200.0,109.303,109.533,109.567,109.303
55,1706845500.0,109.533,109.591,109.647,109.468
56,1706845800.0,109.588,109.669,109.718,109.575
57,1706846100.0,109.669,109.75,109.785,109.624
58,1706846400.0,109.744,109.841,109.843,109.705
59,1706846700.0,109.841,109.778,109.928,109.732
60,1706847000.0,109.78,110.048,110.049,109.771
61,1706847300.0,110.05,110.181,110.231,110.033
62,1706847600.0,110.173,110.274,110.373,110.134
63,1706847900.0,110.274,110.042,110.323,110.004
64,1706848200.0,110.042,110.307,110.38,109.982
65,1706848500.0,110.307,110.179,110.349,110.131
66,1706848800.0,110.181,110.164,110.361,110.106
67,1706849100.0,110.164,110.2,110.324,110.086
68,1706849400.0,110.2,110.3,110.3,110.065
69,1706849700.0,110.293,110.264,110.342,110.173
70,1706850000.0,110.268,110.309,110.454,110.249
71,1706850300.0,110.306,110.328,110.438,110.255
72,1706850600.0,110.317,110.343,110.402,110.259
73,1706850900.0,110.347,110.15,110.387,110.117
74,1706851200.0,110.15,110.218,110.235,110.04
75,1706851500.0,110.218,109.996,110.253,109.953
76,1706851800.0,109.996,110.089,110.131,109.885
77,1706852100.0,110.086,110.107,110.218,110.051
78,1706852400.0,110.107,110.233,110.308,110.065
79,1706852700.0,110.233,110.46,110.478,110.219
80,1706853000.0,110.46,110.691,110.698,110.426
81,1706853300.0,110.696,110.848,110.916,110.622
82,1706853600.0,110.848,110.971,110.977,110.792
83,1706853900.0,110.971,110.876,111.041,110.834
84,1706854200.0,110.876,110.786,110.947,110.744
85,1706854500.0,110.786,110.768,110.849,110.652
86,1706854800.0,110.771,110.599,110.776,110.597
87,1706855100.0,110.597,110.404,110.608,110.303
88,1706855400.0,110.404,110.442,110.448,110.325
89,1706855700.0,110.442,110.633,110.725,110.407
90,1706856000.0,110.629,110.683,110.821,110.622
91,1706856300.0,110.681,110.573,110.741,110.541
92,1706856600.0,110.579,110.543,110.707,110.512
93,1706856900.0,110.56,110.724,110.763,110.483
94,1706857200.0,110.724,110.745,110.825,110.68
95,1706857500.0,110.745,110.493,110.776,110.481
96,1706857800.0,110.493,110.22,110.558,110.187
97,1706858100.0,110.211,110.049,110.261,110.049
98,1706858400.0,110.049,110.193,110.206,110.025
99,1706858700.0,110.185,110.196,110.303,110.156
100,1706859000.0,110.193,110.321,110.348,110.155
101,1706859300.0,110.312,110.046,110.34,110.024
102,1706859600.0,110.043,110.226,110.226,110.026
103,1706859900.0,110.226,110.258,110.31,110.148
104,1706860200.0,110.258,110.471,110.58,110.256
105,1706860500.0,110.471,110.387,110.6,110.371
106,1706860800.0,110.391,110.436,110.571,110.331
107,1706861100.0,110.442,110.326,110.478,110.268
108,1706861400.0,110.33,110.303,110.555,110.292
109,1706861700.0,110.303,110.305,110.351,110.209
110,1706862000.0,110.305,110.153,110.401,110.102
111,1706862300.0,110.147,110.164,110.225,110.091
112,1706862600.0,110.168,110.283,110.283,110.014
113,1706862900.0,110.28,110.584,110.629,110.24
114,1706863200.0,110.584,110.567,110.674,110.524
115,1706863500.0,110.567,110.431,110.592,110.305
116,1706863800.0,110.431,110.387,110.588,110.365
117,1706864100.0,110.372,110.406,110.54,110.368
118,1706864400.0,110.409,110.255,110.438,110.227
119,1706864700.0,110.255,110.351,110.351,110.157
120,1706865000.0,110.348,110.479,110.569,110.226
121,1706865300.0,110.486,110.203,110.526,110.175
122,1706865600.0,110.206,110.012,110.206,109.95
123,1706865900.0,110.015,110.023,110.146,109.92
124,1706866200.0,110.023,109.985,110.09,109.95
125,1706866500.0,109.98,110.173,110.193,109.929
126,1706866800.0,110.177,110.267,110.338,110.091
127,1706867100.0,110.272,110.282,110.308,110.174
128,1706867400.0,110.286,110.383,110.468,110.226
129,1706867700.0,110.381,110.55,110.575,110.368
130,1706868000.0,110.55,110.626,110.676,110.548
131,1706868300.0,110.626,110.799,110.855,110.586
132,1706868600.0,110.802,110.76,110.862,110.676
133,1706868900.0,110.76,110.767,110.848,110.714
134,1706869200.0,110.767,110.703,110.815,110.556
135,1706869500.0,110.698,110.583,110.7,110.521
136,1706869800.0,110.583,110.658,110.722,110.52
137,1706870100.0,110.662,110.788,110.825,110.6
138,1706870400.0,110.788,110.788,110.894,110.754
139,1706870700.0,110.788,110.807,110.874,110.737
140,1706871000.0,110.807,110.88,110.993,110.766
141,1706871300.0,110.882,110.983,111.158,110.831
142,1706871600.0,110.979,110.76,111.093,110.76
143,1706871900.0,110.763,110.676,110.876,110.676
