,timestamp,open,close,high,low
0,1707079200.0,1.0793,1.0793,1.0793,1.0793
1,1707079500.0,1.0793,1.0793,1.0793,1.0793
2,1707079800.0,1.0793,1.0793,1.0793,1.0793
3,1707080100.0,1.0793,1.0793,1.0793,1.0793
4,1707080400.0,1.0793,1.0793,1.0793,1.0793
5,1707080700.0,1.0793,1.0793,1.0793,1.0793
6,1707081000.0,1.0793,1.0793,1.0793,1.0793
7,1707081300.0,1.0793,1.0793,1.0793,1.0793
8,1707081600.0,1.0793,1.0793,1.0793,1.0793
9,1707081900.0,1.0793,1.0793,1.0793,1.0793
10,1707082200.0,1.0793,1.0793,1.0793,1.0793
11,1707082500.0,1.0793,1.0793,1.0793,1.0793
12,1707082800.0,1.0793,1.0793,1.0793,1.0793
13,1707083100.0,1.0793,1.0793,1.0793,1.0793
14,1707083400.0,1.0793,1.0793,1.0793,1.0793
15,1707083700.0,1.0793,1.0793,1.0793,1.0793
16,1707084000.0,1.0793,1.0793,1.0793,1.0793
17,1707084300.0,1.0793,1.0793,1.0793,1.0793
18,1707084600.0,1.0793,1.0793,1.0793,1.0793
19,1707084900.0,1.0793,1.0793,1.0793,1.0793
20,1707085200.0,1.0793,1.0793,1.0793,1.0793
21,1707085500.0,1.0793,1.0793,1.0793,1.0793
22,1707085800.0,1.0793,1.0793,1.0793,1.0793
23,1707086100.0,1.0793,1.0793,1.0793,1.0793
24,1707086400.0,1.0793,1.0793,1.0793,1.0793
25,1707086700.0,1.0793,1.0793,1.0793,1.0793
26,1707087000.0,1.0793,1.0793,1.0793,1.0793
27,1707087300.0,1.0793,1.0793,1.0793,1.0793
28,1707087600.0,1.0793,1.0793,1.0793,1.0793
29,1707087900.0,1.0793,1.0793,1.0793,1.0793
30,1707088200.0,1.0793,1.0793,1.0793,1.0793
31,1707088500.0,1.0793,1.0793,1.0793,1.0793
32,1707088800.0,1.0793,1.0793,1.0793,1.0793
33,1707089100.0,1.0793,1.0793,1.0793,1.0793
34,1707089400.0,1.0793,1.0793,1.0793,1.0793
35,1707089700.0,1.0793,1.0793,1.0793,1.0793
36,1707090000.0,1.0793,1.0793,1.0793,1.0793
37,1707090300.0,1.0793,1.0793,1.0793,1.0793
38,1707090600.0,1.0793,1.0793,1.0793,1.0793
39,1707090900.0,1.0793,1.0793,1.0793,1.0793
40,1707091200.0,1.0793,1.07823,1.0793,1.07818
41,1707091500.0,1.07823,1.0782,1.07838,1.07817
42,1707091800.0,1.0782,1.07834,1.07834,1.0782
43,1707092100.0,1.07834,1.07828,1.07836,1.07817
44,1707092400.0,1.07826,1.07825,1.07837,1.07817
45,1707092700.0,1.07825,1.07841,1.07848,1.07819
46,1707093000.0,1.07845,1.07846,1.07846,1.07828
47,1707093300.0,1.07842,1.07836,1.07842,1.07827
48,1707093600.0,1.07836,1.07858,1.07858,1.07824
49,1707093900.0,1.07858,1.07863,1.0787,1.07853
50,1707094200.0,1.07863,1.07846,1.07864,1.07842
51,1707094500.0,1.07846,1.07806,1.07846,1.07798
52,1707094800.0,1.07806,1.07784,1.07834,1.07781
53,1707095100.0,1.07785,1.0773,1.07799,1.0773
54,1707095400.0,1.0773,1.07713,1.07742,1.07707
55,1707095700.0,1.07713,1.07702,1.07722,1.07699
56,1707096000.0,1.07702,1.07724,1.07724,1.077
57,1707096300.0,1.07724,1.07739,1.07739,1.07721
58,1707096600.0,1.07739,1.07772,1.07772,1.07739
59,1707096900.0,1.07772,1.07782,1.07793,1.07766
60,1707097200.0,1.07782,1.0777,1.07799,1.07766
61,1707097500.0,1.0777,1.07797,1.07797,1.07765
62,1707097800.0,1.07797,1.07786,1.07808,1.07786
63,1707098100.0,1.07786,1.07797,1.07813,1.07786
64,1707098400.0,1.07799,1.0779,1.07802,1.07707
65,1707098700.0,1.07791,1.0781,1.07831,1.07787
66,1707099000.0,1.0781,1.07777,1.07812,1.07775
67,1707099300.0,1.07778,1.07735,1.07778,1.07728
68,1707099600.0,1.07735,1.07759,1.07767,1.0773
69,1707099900.0,1.0776,1.07731,1.0776,1.07701
70,1707100200.0,1.07732,1.077,1.07734,1.07689
71,1707100500.0,1.077,1.07697,1.07702,1.07673
72,1707100800.0,1.07699,1.077,1.07715,1.07683
73,1707101100.0,1.077,1.07722,1.07723,1.07675
74,1707101400.0,1.07722,1.0773,1.07731,1.07716
75,1707101700.0,1.07732,1.07725,1.07743,1.07715
76,1707102000.0,1.07725,1.07747,1.07748,1.07725
77,1707102300.0,1.07747,1.07765,1.07772,1.07747
78,1707102600.0,1.07764,1.07719,1.07767,1.07719
79,1707102900.0,1.07719,1.07712,1.07722,1.077
