,timestamp,open,high,low,close
0,1706829000.0,1.05043,1.04905,1.05192,1.04895
1,1706829300.0,1.04905,1.05036,1.05102,1.04852
2,1706829600.0,1.05036,1.04918,1.05116,1.04885
3,1706829900.0,1.04918,1.0471,1.05021,1.04682
4,1706830200.0,1.04716,1.05035,1.05041,1.04693
5,1706830500.0,1.05042,1.04649,1.0511,1.04602
6,1706830800.0,1.04649,1.04527,1.04662,1.04293
7,1706831100.0,1.04527,1.04188,1.04661,1.0417
8,1706831400.0,1.04188,1.04254,1.04487,1.04118
9,1706831700.0,1.04254,1.04275,1.04395,1.04074
10,1706832000.0,1.04293,1.04315,1.04373,1.0414
11,1706832300.0,1.04315,1.04328,1.04484,1.04018
12,1706832600.0,1.04328,1.04487,1.04617,1.04311
13,1706832900.0,1.04487,1.0455,1.04623,1.04349
14,1706833200.0,1.04546,1.04876,1.04883,1.04408
15,1706833500.0,1.04868,1.04907,1.05064,1.04722
16,1706833800.0,1.049,1.05037,1.05165,1.04789
17,1706834100.0,1.05037,1.0564,1.05655,1.05037
18,1706834400.0,1.05646,1.0531,1.05822,1.05305
19,1706834700.0,1.05305,1.06841,1.07015,1.05114
20,1706835000.0,1.06841,1.07158,1.07191,1.06817
21,1706835300.0,1.07158,1.07214,1.07248,1.07042
22,1706835600.0,1.07214,1.07243,1.07377,1.07121
23,1706835900.0,1.07243,1.06776,1.07243,1.06764
24,1706836200.0,1.06767,1.06573,1.06833,1.06433
25,1706836500.0,1.0658,1.06964,1.06964,1.06495
26,1706836800.0,1.06964,1.07056,1.07236,1.0691
27,1706837100.0,1.07051,1.07036,1.07138,1.06897
28,1706837400.0,1.07036,1.07259,1.07332,1.06881
29,1706837700.0,1.07259,1.07346,1.07459,1.07165
30,1706838000.0,1.07351,1.07072,1.0749,1.06954
31,1706838300.0,1.07076,1.0681,1.07173,1.06673
32,1706838600.0,1.0681,1.06725,1.06866,1.0667
33,1706838900.0,1.0673,1.0689,1.06902,1.06602
34,1706839200.0,1.06893,1.06659,1.06919,1.06457
35,1706839500.0,1.06664,1.06638,1.06866,1.06631
36,1706839800.0,1.06633,1.06275,1.06719,1.06258
37,1706840100.0,1.06275,1.06343,1.0639,1.05956
38,1706840400.0,1.06331,1.06791,1.06859,1.06322
39,1706840700.0,1.06791,1.06693,1.06876,1.06642
40,1706841000.0,1.06689,1.06325,1.06734,1.06325
