,timestamp,open,close,high,low
0,1707082200.0,157.67,157.524,157.689,157.467
1,1707082500.0,157.524,157.483,157.529,157.42
2,1707082800.0,157.483,157.525,157.554,157.463
3,1707083100.0,157.52,157.428,157.597,157.428
4,1707083400.0,157.428,157.433,157.501,157.416
5,1707083700.0,157.435,157.481,157.566,157.418
6,1707084000.0,157.483,157.569,157.583,157.427
7,1707084300.0,157.567,157.405,157.575,157.385
8,1707084600.0,157.405,157.434,157.553,157.403
9,1707084900.0,157.434,157.458,157.469,157.38
10,1707085200.0,157.458,157.39,157.524,157.364
11,1707085500.0,157.388,157.403,157.497,157.335
12,1707085800.0,157.405,157.423,157.441,157.319
13,1707086100.0,157.423,157.482,157.562,157.399
14,1707086400.0,157.482,157.455,157.584,157.422
15,1707086700.0,157.458,157.497,157.498,157.373
16,1707087000.0,157.499,157.483,157.555,157.403
17,1707087300.0,157.483,157.595,157.607,157.412
18,1707087600.0,157.595,157.661,157.681,157.459
19,1707087900.0,157.661,157.672,157.684,157.596
20,1707088200.0,157.667,157.629,157.708,157.609
21,1707088500.0,157.626,157.601,157.713,157.57
22,1707088800.0,157.594,157.558,157.608,157.505
23,1707089100.0,157.558,157.742,157.776,157.558
24,1707089400.0,157.743,157.793,157.795,157.701
25,1707089700.0,157.791,157.837,157.9,157.762
26,1707090000.0,157.837,157.793,157.839,157.698
27,1707090300.0,157.793,157.769,157.793,157.688
28,1707090600.0,157.767,157.722,157.829,157.697
29,1707090900.0,157.724,157.685,157.736,157.599
30,1707091200.0,157.688,157.716,157.77,157.631
31,1707091500.0,157.716,157.704,157.76,157.655
32,1707091800.0,157.704,157.719,157.736,157.559
33,1707092100.0,157.719,157.602,157.728,157.602
34,1707092400.0,157.6,157.811,157.817,157.59
35,1707092700.0,157.813,157.802,157.813,157.671
36,1707093000.0,157.806,157.826,157.865,157.783
37,1707093300.0,157.822,157.78,157.828,157.715
38,1707093600.0,157.78,157.656,157.805,157.639
39,1707093900.0,157.658,157.561,157.658,157.482
40,1707094200.0,157.563,157.59,157.614,157.485
41,1707094500.0,157.609,157.596,157.686,157.593
42,1707094800.0,157.596,157.844,157.85,157.585
43,1707095100.0,157.844,157.77,157.867,157.742
44,1707095400.0,157.768,157.68,157.831,157.667
